Id,Umur Harapan Hidup Saat Lahir (UHH) (2021)
0,71.18873166091919
4,68.10445890208666
6,73.34686726477536
7,70.47746959212711
14,71.51959913318258
20,60.16549231987599
21,73.66169104497038
33,71.35331882507347
38,71.08868745963295
53,67.250864209173
70,70.18417879796698
78,73.81153521442128
79,62.6679133667287
85,69.73658172106785
88,64.12516907668473
93,77.53353204437393
96,72.52160217967045
100,71.12920359521378
105,74.51371336409832
116,67.43642612650684
122,72.82646884761007
123,71.59343098990868
132,69.31224492453202
143,69.18383353579345
144,69.46804965957963
148,73.10287582827533
149,64.81131302496492
154,68.20489954689707
157,66.48621488832173
165,71.40929699948563
172,69.19610121803498
174,69.52461266068065
179,74.7432150125901
180,61.77767557754599
181,73.80888525930288
188,69.08559491058753
193,67.9455772855414
195,70.4848379220484
197,68.12388485595324
198,70.93662673041783
202,72.85813272769421
209,71.61591631187169
213,73.404135332594
216,70.68614294667731
217,74.54723041936705
225,67.35658310694168
228,70.18408215132318
233,62.56316288482025
238,67.75633838387529
246,70.62266789215491
250,71.95742497291491
253,64.97573238882025
254,72.00759302709571
257,60.2546713246955
258,73.87823701298612
267,72.60505980966214
270,70.45476370309905
274,72.17948151102593
283,71.38131841053338
285,72.55988360620236
288,72.56927723129651
293,66.77619217449697
294,72.02490812928535
300,68.09020461747849
302,68.22874979247925
304,64.84675219608377
306,70.93990603619197
308,74.16190146259686
311,73.22964987367924
313,71.0930720987026
316,68.96281551179723
322,70.26541487284756
325,74.1992813153226
346,70.46127218723682
348,68.00071799854663
353,71.7579943419443
358,67.04574075447216
365,67.94227820980093
369,73.752808939103
383,71.49606045898308
396,67.9411909319105
404,75.7845101539944
409,69.27042804342283
418,73.87907130908482
419,74.3906580470936
424,74.4586835710668
427,74.8990500507005
429,69.18893343529322
433,68.8016261953653
447,67.13616555770848
454,66.12401591855696
457,68.29177595701648
460,69.36424200026018
461,64.51319888407251
471,65.65204372292455
474,64.71807473142982
475,68.81122500261363
480,69.81286976520366
489,71.19426494634774
492,71.47017243823677
497,73.87217805599646
501,76.27956355924101
503,68.23477275566361
506,73.86100269971406
509,73.62019598204073
512,63.56035919799115
