Id,Umur Harapan Hidup Saat Lahir (UHH) (2021)
0,71.16650834297513
4,68.1095168764063
6,73.38186611715135
7,70.51979823556891
14,71.51122895785792
20,60.2297371005308
21,73.6628176642379
33,71.33501366264727
38,71.11113885504275
53,67.20678398058041
70,70.16627011283774
78,73.78615003002852
79,62.654111416773915
85,69.72921869636474
88,64.1231175169689
93,77.56237423799367
96,72.52305698198175
100,71.17364878140134
105,74.51162554173975
116,67.45400649718097
122,72.82751681237556
123,71.54319359126718
132,69.30931870072021
143,69.1587010620593
144,69.43497696597434
148,73.09790895871619
149,64.81005989107645
154,68.21783026480378
157,66.47909630985194
165,71.39570391449794
172,69.19400458738447
174,69.56376163131927
179,74.76341387962754
180,61.7507279209416
181,73.81581768199625
188,69.04976005850759
193,67.9456000640692
195,70.51387012560379
197,68.12677829599939
198,70.9745649090869
202,72.8727503897676
209,71.56680819612416
213,73.41850274257399
216,70.68368997445369
217,74.53169905960002
225,67.41264040850439
228,70.17855915964466
233,62.529663834988455
238,67.73611567748108
246,70.62619289227318
250,71.94332284336814
253,64.97471759628247
254,71.99794258698338
257,60.24104104261736
258,73.8664123146276
267,72.58771055940812
270,70.43986266902552
274,72.19771496503449
283,71.39643855010071
285,72.52981396239282
288,72.51644244962006
293,66.75840236794384
294,72.02584769651268
300,68.09458740246232
302,68.27739571412638
304,64.83999307468672
306,70.9493453628112
308,74.23963684169476
311,73.27323835462136
313,71.07338258824163
316,68.95342864656345
322,70.23822905034582
325,74.18913625698471
346,70.47849103829414
348,68.01662505193802
353,71.75272024422482
358,67.08888258312086
365,67.92897798812271
369,73.73418137291185
383,71.50696424731531
396,67.95783846999595
404,75.81302928226111
409,69.27509283929417
418,73.87845290313936
419,74.3988480515796
424,74.43513934964804
427,74.9005579014908
429,69.22794356507927
433,68.78987164951121
447,67.16043505680788
454,66.0993370042759
457,68.34099269193294
460,69.40106493472688
461,64.50574885946567
471,65.65048747523795
474,64.76791395555843
475,68.87341059449233
480,69.80965910052176
489,71.17718876541679
492,71.52448645209618
497,73.86474569063576
501,76.27973022357787
503,68.23076100168048
506,73.89701383992524
509,73.60642089176014
512,63.87965571459955
