Id,Umur Harapan Hidup Saat Lahir (UHH) (2021)
0,71.18071649366915
4,68.11748920701534
6,73.35446771561831
7,70.49262813790182
14,71.5343981857993
20,60.270980948578256
21,73.69838793249889
33,71.36301235018614
38,71.093978988712
53,67.25827033440999
70,70.18249823918245
78,73.80218233332266
79,62.65875164815057
85,69.73241609125343
88,64.13534882674816
93,77.54687455830245
96,72.5123209643607
100,71.12880673702448
105,74.5201407316801
116,67.45146173692102
122,72.833308535828
123,71.57688566909408
132,69.3268273684375
143,69.18361181176289
144,69.46394991196529
148,73.09324707694542
149,64.80120765208298
154,68.20684084248015
157,66.48115254673044
165,71.40187779603373
172,69.20183774945096
174,69.57298886935371
179,74.75548955472397
180,61.77550418845424
181,73.82001382323993
188,69.07046339174073
193,67.94058659182191
195,70.48414235856109
197,68.12788010772199
198,70.94139070556822
202,72.84869626779482
209,71.61633006155068
213,73.41491911848125
216,70.68946020372847
217,74.5418130841884
225,67.35044179608533
228,70.1894563377657
233,62.627220665537195
238,67.7436484553954
246,70.61581068077945
250,71.96755570773988
253,64.96763637646237
254,72.00385027309605
257,60.3199556356417
258,73.86621943306139
267,72.59562245243879
270,70.44842822809466
274,72.19587452334935
283,71.3945661040448
285,72.55169335299405
288,72.56529693428591
293,66.76777190339092
294,72.03464758573
300,68.08419523141632
302,68.26266930120161
304,64.85416710072064
306,70.93110325476243
308,74.196313749055
311,73.2556853799489
313,71.09354496951403
316,68.95425397577065
322,70.26271780034098
325,74.19849297249465
346,70.45137787126887
348,68.062082543955
353,71.76248706903209
358,67.09554900833501
365,67.94533387470896
369,73.74610767913876
383,71.49415433629017
396,67.95068180562804
404,75.80506992881618
409,69.26508253464009
418,73.88139812230128
419,74.40665576077339
424,74.46075103140842
427,74.90929889846566
429,69.17572521258047
433,68.79399611457859
447,67.17982654413828
454,66.13098532558774
457,68.40082827107305
460,69.38376591397353
461,64.50216714207764
471,65.6876994389906
474,64.71189734947868
475,68.84635332884898
480,69.8147133373783
489,71.19394205555972
492,71.48671008899436
497,73.87866129735335
501,76.28292635852394
503,68.22180316713911
506,73.84568514609703
509,73.62183165003266
512,63.967105109461286
