Id,Umur Harapan Hidup Saat Lahir (UHH) (2021)
0,68.657613747511
4,65.53165693116723
6,70.7358081561818
7,67.87378794576601
14,68.85737101045262
20,58.05002074388816
21,70.92516346598511
33,68.56783323968516
38,68.51496093368335
53,64.54092237825188
70,67.57282345570033
78,71.10704661586047
79,60.214238311001836
85,67.1839685562383
88,61.472024835931244
93,74.81468180481669
96,69.87197983014403
100,68.54290315159088
105,71.83005852896416
116,65.0978685212559
122,70.24452655450979
123,68.88776581673842
132,66.78506375169174
143,66.43847583242629
144,66.8387721229099
148,70.37527963666341
149,62.2287581741037
154,65.72103298726222
157,63.94812692509285
165,68.73511989141024
172,66.64150396807432
174,66.92982298740978
179,72.07680862405977
180,59.29893128949494
181,71.259309331798
188,66.49723071968056
193,65.37990255649456
195,67.91610523437988
197,65.51748019685175
198,68.46331153535887
202,70.1025313640781
209,68.62102408183382
213,70.74367131191242
216,68.09251708216416
217,71.83984267399659
225,64.71908335359413
228,67.57255351596287
233,60.092861159776405
238,65.1175585311464
246,67.98187066914348
250,69.2047872402056
253,62.47936217685238
254,69.43205607609575
257,57.817462805588946
258,71.18772906986746
267,69.8973550660071
270,67.91642826125673
274,69.45452558715172
283,68.8430129588669
285,69.79121838711136
288,69.59715163660202
293,64.1846953023568
294,69.3412939693986
300,65.55972891904581
302,65.97080116758485
304,62.33314061836984
306,68.36078934430256
308,71.55281095901388
311,70.66428104986036
313,68.44720755658007
316,66.29984241866022
322,67.575479641993
325,71.53240451007332
346,67.84918187931487
348,65.7922929228333
353,69.05814391083707
358,64.75782732442183
365,65.40763874774845
369,71.1628990097947
383,68.81435024621415
396,65.40331913611323
404,73.07542102291158
409,66.74295451509013
418,71.14274172726952
419,71.49179162649965
424,71.69815832207908
427,72.19035827873365
429,66.57978811435956
433,66.217261009422
447,64.75256298093328
454,63.52532944475812
457,66.10538745836092
460,66.84488150662165
461,62.05703903036763
471,63.077945751446585
474,62.346528082175844
475,66.40382539280651
480,67.13823521554114
489,68.477477985842
492,68.88072186440134
497,71.06745187450731
501,73.462070409422
503,65.70043781379978
506,71.28692724689442
509,70.94048182708163
512,61.35691579687241
