Id,Umur Harapan Hidup Saat Lahir (UHH) (2021)
0,71.18667819128989
4,68.0939978472652
6,73.36118597721746
7,70.50672848329454
14,71.53661286129558
20,60.24386475983783
21,73.69116047628246
33,71.35420558088519
38,71.08972393608329
53,67.25852115052338
70,70.17786038881853
78,73.8102681529961
79,62.66329658799461
85,69.73978687882293
88,64.12718369284698
93,77.54393842840115
96,72.51550472594562
100,71.12754801097257
105,74.51414540368845
116,67.4568218133518
122,72.83969306624095
123,71.58244193568517
132,69.32148962362606
143,69.18194593175677
144,69.46099359822054
148,73.09666194805844
149,64.80109532232467
154,68.21504342162083
157,66.48323524754865
165,71.4091030814236
172,69.19394892263324
174,69.56737843874312
179,74.76568587853274
180,61.76897307749571
181,73.82450051058623
188,69.07093533801448
193,67.94383610873768
195,70.48773122149859
197,68.13085354228775
198,70.94657858316866
202,72.84551455495117
209,71.6226276899342
213,73.4084373695766
216,70.68936390267231
217,74.54180536102521
225,67.37521633179269
228,70.18643007467611
233,62.5980005766487
238,67.74940647540103
246,70.61981916543924
250,71.95533336646133
253,64.97461469175715
254,72.00393262169209
257,60.285933684218286
258,73.8677316092624
267,72.60867035531417
270,70.44634380357904
274,72.18937740277516
283,71.37961002187431
285,72.56411683800087
288,72.5705624387239
293,66.77005241737089
294,72.04243576606255
300,68.08967507287517
302,68.26059242827866
304,64.85595299247005
306,70.96391556619034
308,74.19472813471121
311,73.24058653773783
313,71.1024085424947
316,68.95338761351513
322,70.26246191179243
325,74.20482232460094
346,70.45686468887895
348,68.05443619538543
353,71.7605342769097
358,67.08050732716556
365,67.94563007880987
369,73.751512326385
383,71.49697556507718
396,67.94648988034663
404,75.79279552760461
409,69.26805091740742
418,73.88236661306732
419,74.41366458356362
424,74.4778553969185
427,74.91667681310318
429,69.17919005937176
433,68.79351130387575
447,67.16967821280532
454,66.12597972537154
457,68.36083779906394
460,69.38246061682207
461,64.50631136923886
471,65.66400074915344
474,64.74241520105679
475,68.87007167426681
480,69.81628613257388
489,71.19731986994513
492,71.48464299546346
497,73.87604844057329
501,76.28053297878856
503,68.22187067688122
506,73.84837627020995
509,73.61734849072946
512,63.87419484975443
