Id,Umur Harapan Hidup Saat Lahir (UHH) (2021)
0,71.1791284756013
4,68.09050944095948
6,73.35504247478724
7,70.50199783154524
14,71.52555440047485
20,60.18325677504092
21,73.69527435174712
33,71.36672189001638
38,71.10281917273849
53,67.23768114376499
70,70.18327701555432
78,73.80393030220519
79,62.65994062344257
85,69.73282224044627
88,64.13863193050761
93,77.55193772318948
96,72.51737198859698
100,71.13375061295919
105,74.5168709507317
116,67.42685421773307
122,72.81890373319015
123,71.58003603433133
132,69.31695403218559
143,69.18697765084585
144,69.4624797061256
148,73.10034089455745
149,64.80501348305921
154,68.21083098064258
157,66.48398165557845
165,71.40976057370204
172,69.19649513122863
174,69.54768619725292
179,74.75278692608117
180,61.77371329933435
181,73.80830646088295
188,69.07174766380068
193,67.9361880733778
195,70.47402948908189
197,68.12540471112543
198,70.94403103636745
202,72.86074644653843
209,71.62325615585428
213,73.41054028425876
216,70.68879844182031
217,74.54748002073177
225,67.36228065160064
228,70.18559966948781
233,62.58801151511122
238,67.74806216417332
246,70.62494549974355
250,71.96130139529382
253,64.96931118999947
254,71.98870072322046
257,60.291555457726965
258,73.87412395901552
267,72.60003931688297
270,70.4561479540827
274,72.2011433189799
283,71.39560639808018
285,72.54986977879219
288,72.5750243691057
293,66.76445186061342
294,72.02197075014041
300,68.08985731613532
302,68.23553358856921
304,64.85161204300827
306,70.9314800740582
308,74.20486074306126
311,73.25907116008867
313,71.08701425520508
316,68.95643000264182
322,70.26242342041809
325,74.19581418926933
346,70.46009193479301
348,68.01675215894498
353,71.75654488216153
358,67.05015102409888
365,67.94363503795792
369,73.7353845240302
383,71.49892039998862
396,67.94987669520597
404,75.80436501193111
409,69.27288753165186
418,73.88011892332021
419,74.41269894358545
424,74.45974193369841
427,74.91526089210448
429,69.18214273846348
433,68.79864772889216
447,67.15178413687997
454,66.12734062069461
457,68.32044032725423
460,69.38149611168608
461,64.50194442435819
471,65.67121134142133
474,64.71511588573009
475,68.81915749733399
480,69.81108009883867
489,71.18982962182756
492,71.47719593195811
497,73.87930681094093
501,76.28520877151277
503,68.22899220740875
506,73.84549291734415
509,73.6234191934481
512,63.794444801772805
