Id,Umur Harapan Hidup Saat Lahir (UHH) (2021)
0,71.14238750235268
4,68.08730787020265
6,73.33519513554432
7,70.52201113109793
14,71.49806538341292
20,60.101515102858045
21,73.63591010281532
33,71.36234692000701
38,71.12864232186244
53,67.25275128595058
70,70.1792985738031
78,73.78190608462432
79,62.69851539073836
85,69.7661434367984
88,64.12619560807337
93,77.55492545038403
96,72.50797561026732
100,71.18974370366895
105,74.50612816309948
116,67.42854106004424
122,72.8224305718311
123,71.54084772876509
132,69.30597511344168
143,69.17529284287122
144,69.46790902177165
148,73.03429896403946
149,64.7925553391324
154,68.19803585090392
157,66.48018809904049
165,71.38073590297911
172,69.21732940651967
174,69.56812704328122
179,74.74260699612535
180,61.76662491030689
181,73.8126406561523
188,69.04987549785663
193,67.94104991900383
195,70.49239715928181
197,68.13327631635075
198,70.96092697849622
202,72.83941548207589
209,71.58246749935083
213,73.38945299254102
216,70.69076145747113
217,74.51672081871477
225,67.31898574969334
228,70.21821768238772
233,62.61557339217018
238,67.7313218805121
246,70.61752808153003
250,71.9705447515982
253,64.97923439178334
254,71.99492365041802
257,60.196268495359234
258,73.83929249531812
267,72.57863579007946
270,70.44379476369285
274,72.18523961576028
283,71.41843860386035
285,72.53918128954317
288,72.5342017708803
293,66.7664439058661
294,71.97916231326535
300,68.09085647608988
302,68.25650877026287
304,64.7722265032477
306,70.93405053513148
308,74.22221296419683
311,73.2787558016195
313,71.08176752631714
316,68.95682295687949
322,70.24190385469045
325,74.20382026942482
346,70.46657160113443
348,68.02125610836764
353,71.7567721460667
358,67.03865968383764
365,67.92697699241796
369,73.72009424342258
383,71.49998743954151
396,67.94664127207703
404,75.81672939701583
409,69.2798966038192
418,73.85814441501654
419,74.3491780054378
424,74.42994386234611
427,74.92287597590159
429,69.18661300342762
433,68.79016709151183
447,67.07734603187401
454,66.11642992245233
457,68.30805469273247
460,69.39432067008335
461,64.52118901068604
471,65.64098007747931
474,64.71461581453913
475,68.79397148058784
480,69.81886611100448
489,71.17308417776009
492,71.49846445970658
497,73.87860976147438
501,76.266464556633
503,68.24522768785336
506,73.8281914168272
509,73.60952791120839
512,63.87065751445089
