Id,Umur Harapan Hidup Saat Lahir (UHH) (2021)
0,71.12333062555759
4,68.979523707411
6,72.39227901043873
7,70.25623433680266
14,71.26606089020173
20,60.0199685568109
21,72.04557402917192
33,71.352506009952
38,71.35871412894979
53,67.72590751701271
70,70.23287046264325
78,73.9449984523783
79,62.80770816492179
85,69.66376486562297
88,64.15864603997895
93,77.3783302106157
96,72.73010049781261
100,70.69004720749182
105,74.52483888727441
116,67.25668542003132
122,72.61714775733952
123,71.79089947906319
132,69.43525790824273
143,69.52320039842012
144,69.61947461305317
148,72.71070035699415
149,65.03141874397055
154,68.3444486324191
157,66.61082097650686
165,71.59791532341234
172,69.18007632619091
174,68.72959995236391
179,73.11716666368234
180,61.86674397760935
181,73.31898252097697
188,69.34384634526565
193,68.16363827825057
195,70.65384240144742
197,68.0037134000157
198,70.79725170940945
202,73.07706764172248
209,71.71658262768325
213,73.26111151176401
216,70.53952538290531
217,74.25642013512342
225,66.62265808807638
228,70.28822849757618
233,62.19540326958047
238,67.99528028337116
246,70.53160360592807
250,71.93033905490118
253,65.15366661594676
254,72.28000044762423
257,60.325512083970736
258,73.619554479366
267,72.78222395569527
270,70.84205129292621
274,72.51139831254045
283,71.73035945577368
285,72.54286228571922
288,72.81167176128598
293,66.85785661702039
294,71.73095894040009
300,68.30644761132514
302,68.7565146481165
304,64.69007886708582
306,70.99226407293685
308,72.91763391492304
311,73.10894846065409
313,71.12182873227947
316,69.16437162579143
322,70.56351516366436
325,74.50013743398678
346,70.67211999610781
348,66.72877769272309
353,71.94234651631459
358,67.118856902087
365,68.09223854396429
369,73.79779211888383
383,71.52487542300474
396,68.19778674718208
404,75.5929227379048
409,69.40770920713527
418,73.88624334940273
419,74.06179682364325
424,73.57880975909626
427,74.01410051055518
429,69.6193664222108
433,68.93218671220109
447,66.99612311329196
454,66.01293315089794
457,67.69906089169201
460,69.53711259525569
461,64.57376275230696
471,65.67784128173089
474,63.97029418645735
475,68.96106050019326
480,70.00792687401663
489,71.28341010982872
492,72.29928739478017
497,73.91702495000443
501,76.21743993093135
503,68.43354916132222
506,73.50987956685238
509,73.64807183471865
512,60.73256496821088
