Id,Umur Harapan Hidup Saat Lahir (UHH) (2021)
0,71.1488066017436
4,68.13405816329815
6,73.35486735057177
7,70.57982351080592
14,71.49493370317694
20,60.289869934081864
21,73.74212806118643
33,71.32938401233446
38,71.13661674209833
53,67.26173167994446
70,70.19884625609308
78,73.802930432686
79,62.7001150377788
85,69.704560070003
88,64.1137344814741
93,77.57976037068075
96,72.49269038538012
100,71.201036514198
105,74.51529016062547
116,67.5068940431459
122,72.8409180619804
123,71.52872510307225
132,69.32345051474819
143,69.1714496996629
144,69.47432662284226
148,73.04034498308069
149,64.79969480596216
154,68.21012358168545
157,66.4805839471311
165,71.37401921680183
172,69.23674661123506
174,69.58796581617455
179,74.81810776311436
180,61.76509416470684
181,73.76835993886843
188,69.0488518649948
193,67.94810998747204
195,70.53276437276824
197,68.1386018670677
198,70.99761201251499
202,72.82378611667666
209,71.6233040608301
213,73.41046505978923
216,70.68377628321304
217,74.54690498363875
225,67.30005850494351
228,70.243236706399
233,62.66799122882877
238,67.70966945138015
246,70.6049189851567
250,71.98482515157386
253,64.98342373088923
254,72.0102375316831
257,60.27723180086424
258,73.84548586970584
267,72.5668539970138
270,70.44004979004836
274,72.19131099397484
283,71.42745410978065
285,72.54519905232458
288,72.53968069163093
293,66.77085623619247
294,71.99294009282055
300,68.10158402480404
302,68.29827815287217
304,64.80294789140378
306,70.81872262029762
308,74.26502521628139
311,73.26251107542427
313,71.05321994772375
316,68.94291834197703
322,70.20952046764798
325,74.21724834915776
346,70.46852676449929
348,68.12891498386642
353,71.7528870041347
358,67.1086171464042
365,67.9412041694734
369,73.73485025458488
383,71.50069707429546
396,67.94585464823481
404,75.83706679682304
409,69.29519778799084
418,73.86570338564707
419,74.44827658823588
424,74.46591238709146
427,74.95842785232456
429,69.18670982290625
433,68.7911789808866
447,67.12391696537642
454,66.10366890839035
457,68.44720418157289
460,69.41630241316506
461,64.54735153760119
471,65.63637314112763
474,64.76155376738133
475,68.75597946905557
480,69.81332135490486
489,71.17105980930378
492,71.47905317906373
497,73.88029256989718
501,76.26575602800176
503,68.24238307738898
506,73.80457367493926
509,73.62101012940751
512,64.09831215599604
